QID,title,titleSlug,difficulty,topicTags
2548,Maximum Price to Fill a Bag,maximum-price-to-fill-a-bag,Medium,"array,greedy,sorting"
2549,Count Distinct Numbers on Board,count-distinct-numbers-on-board,Easy,"array,hash-table,math,simulation"
2550,Count Collisions of Monkeys on a Polygon,count-collisions-of-monkeys-on-a-polygon,Medium,"math,recursion"
2551,Put Marbles in Bags,put-marbles-in-bags,Hard,"array,greedy,sorting,heap-priority-queue"
2552,Count Increasing Quadruplets,count-increasing-quadruplets,Hard,"array,dynamic-programming,binary-indexed-tree,enumeration,prefix-sum"
2553,Separate the Digits in an Array,separate-the-digits-in-an-array,Easy,"array,simulation"
2554,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,Medium,"array,hash-table,binary-search,greedy,sorting"
2555,Maximize Win From Two Segments,maximize-win-from-two-segments,Medium,"array,binary-search,sliding-window"
2556,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,"array,dynamic-programming,depth-first-search,breadth-first-search,matrix"
2557,Maximum Number of Integers to Choose From a Range II,maximum-number-of-integers-to-choose-from-a-range-ii,Medium,"array,binary-search,greedy,sorting"
2558,Take Gifts From the Richest Pile,take-gifts-from-the-richest-pile,Easy,"array,heap-priority-queue,simulation"
2559,Count Vowel Strings in Ranges,count-vowel-strings-in-ranges,Medium,"array,string,prefix-sum"
2560,House Robber IV,house-robber-iv,Medium,"array,binary-search"
2561,Rearranging Fruits,rearranging-fruits,Hard,"array,hash-table,greedy"
2562,Find the Array Concatenation Value,find-the-array-concatenation-value,Easy,"array,two-pointers,simulation"
2563,Count the Number of Fair Pairs,count-the-number-of-fair-pairs,Medium,"array,two-pointers,binary-search,sorting"
2564,Substring XOR Queries,substring-xor-queries,Medium,"array,hash-table,string,bit-manipulation"
2565,Subsequence With the Minimum Score,subsequence-with-the-minimum-score,Hard,"two-pointers,string,binary-search"
2566,Maximum Difference by Remapping a Digit,maximum-difference-by-remapping-a-digit,Easy,"math,greedy"
2567,Minimum Score by Changing Two Elements,minimum-score-by-changing-two-elements,Medium,"array,greedy,sorting"
2568,Minimum Impossible OR,minimum-impossible-or,Medium,"array,bit-manipulation,brainteaser"
2569,Handling Sum Queries After Update,handling-sum-queries-after-update,Hard,"array,segment-tree"
2570,Merge Two 2D Arrays by Summing Values,merge-two-2d-arrays-by-summing-values,Easy,"array,hash-table,two-pointers"
2571,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,Medium,"dynamic-programming,greedy,bit-manipulation"
2572,Count the Number of Square-Free Subsets,count-the-number-of-square-free-subsets,Medium,"array,math,dynamic-programming,bit-manipulation,bitmask"
2573,Find the String with LCP,find-the-string-with-lcp,Hard,"array,string,dynamic-programming,greedy,union-find,matrix"
2574,Left and Right Sum Differences,left-and-right-sum-differences,Easy,"array,prefix-sum"
2575,Find the Divisibility Array of a String,find-the-divisibility-array-of-a-string,Medium,"array,math,string"
2576,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,Medium,"array,two-pointers,binary-search,greedy,sorting"
2577,Minimum Time to Visit a Cell In a Grid,minimum-time-to-visit-a-cell-in-a-grid,Hard,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
2578,Split With Minimum Sum,split-with-minimum-sum,Easy,"math,greedy,sorting"
2579,Count Total Number of Colored Cells,count-total-number-of-colored-cells,Medium,math
2580,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,Medium,"array,sorting"
2581,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,Hard,"hash-table,dynamic-programming,tree,depth-first-search"
2582,Pass the Pillow,pass-the-pillow,Easy,"math,simulation"
2583,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,Medium,"binary-search,tree,breadth-first-search"
2584,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,Hard,"array,hash-table,math,number-theory"
2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,Hard,"array,dynamic-programming"
2586,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,Easy,"array,string"
2587,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,Medium,"array,greedy,sorting,prefix-sum"
2588,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,Medium,"array,hash-table,bit-manipulation,prefix-sum"
2589,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,Hard,"array,binary-search,stack,greedy,sorting"
2590,Design a Todo List,design-a-todo-list,Medium,"array,hash-table,string,design,sorting"
2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,Easy,"math,greedy"
2592,Maximize Greatness of an Array,maximize-greatness-of-an-array,Medium,"array,two-pointers,greedy,sorting"
2593,Find Score of an Array After Marking All Elements,find-score-of-an-array-after-marking-all-elements,Medium,"array,sorting,heap-priority-queue,simulation"
2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,Medium,"array,binary-search"
2595,Number of Even and Odd Bits,number-of-even-and-odd-bits,Easy,bit-manipulation
2596,Check Knight Tour Configuration,check-knight-tour-configuration,Medium,"array,depth-first-search,breadth-first-search,matrix,simulation"
2597,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,Medium,"array,dynamic-programming,backtracking"
2598,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,Medium,"array,hash-table,math,greedy"
2599,Make the Prefix Sum Non-negative,make-the-prefix-sum-non-negative,Medium,"array,greedy,heap-priority-queue"
2600,K Items With the Maximum Sum,k-items-with-the-maximum-sum,Easy,"math,greedy"
2601,Prime Subtraction Operation,prime-subtraction-operation,Medium,"array,math,binary-search,greedy,number-theory"
2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,Medium,"array,binary-search,sorting,prefix-sum"
2603,Collect Coins in a Tree,collect-coins-in-a-tree,Hard,"array,tree,graph,topological-sort"
2604,Minimum Time to Eat All Grains,minimum-time-to-eat-all-grains,Hard,"array,binary-search,sorting"
2605,Form Smallest Number From Two Digit Arrays,form-smallest-number-from-two-digit-arrays,Easy,"array,hash-table,enumeration"
2606,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,Medium,"array,hash-table,string,dynamic-programming"
2607,Make K-Subarray Sums Equal,make-k-subarray-sums-equal,Medium,"array,math,sorting,number-theory"
2608,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,Hard,"breadth-first-search,graph"
2609,Find the Longest Balanced Substring of a Binary String,find-the-longest-balanced-substring-of-a-binary-string,Easy,string
2610,Convert an Array Into a 2D Array With Conditions,convert-an-array-into-a-2d-array-with-conditions,Medium,"array,hash-table"
2611,Mice and Cheese,mice-and-cheese,Medium,"array,greedy,sorting,heap-priority-queue"
2612,Minimum Reverse Operations,minimum-reverse-operations,Hard,"array,breadth-first-search,ordered-set"
2613,Beautiful Pairs,beautiful-pairs,Hard,"array,math,divide-and-conquer,geometry,sorting,ordered-set"
2614,Prime In Diagonal,prime-in-diagonal,Easy,"array,math,matrix,number-theory"
2615,Sum of Distances,sum-of-distances,Medium,"array,hash-table,prefix-sum"
2616,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,Medium,"array,binary-search,greedy"
2617,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,Hard,"array,binary-search,dynamic-programming,stack,union-find,binary-indexed-tree,segment-tree"
2618,Check if Object Instance of Class,check-if-object-instance-of-class,Medium,
2619,Array Prototype Last,array-prototype-last,Easy,
2620,Counter,counter,Easy,
2621,Sleep,sleep,Easy,
2622,Cache With Time Limit,cache-with-time-limit,Medium,
2623,Memoize,memoize,Medium,
2624,Snail Traversal,snail-traversal,Medium,
2625,Flatten Deeply Nested Array,flatten-deeply-nested-array,Medium,
2626,Array Reduce Transformation,array-reduce-transformation,Easy,
2627,Debounce,debounce,Medium,
2628,JSON Deep Equal,json-deep-equal,Medium,
2629,Function Composition,function-composition,Easy,
2630,Memoize II,memoize-ii,Hard,
2631,Group By,group-by,Medium,
2632,Curry,curry,Hard,
2633,Convert Object to JSON String,convert-object-to-json-string,Medium,
2634,Filter Elements from Array,filter-elements-from-array,Easy,
2635,Apply Transform Over Each Element in Array,apply-transform-over-each-element-in-array,Easy,
2636,Promise Pool,promise-pool,Medium,
2637,Promise Time Limit,promise-time-limit,Medium,
2638,Count the Number of K-Free Subsets,count-the-number-of-k-free-subsets,Medium,"array,dynamic-programming,sorting"
2639,Find the Width of Columns of a Grid,find-the-width-of-columns-of-a-grid,Easy,"array,matrix"
2640,Find the Score of All Prefixes of an Array,find-the-score-of-all-prefixes-of-an-array,Medium,"array,prefix-sum"
2641,Cousins in Binary Tree II,cousins-in-binary-tree-ii,Medium,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree"
2642,Design Graph With Shortest Path Calculator,design-graph-with-shortest-path-calculator,Hard,"graph,design,heap-priority-queue,shortest-path"
2643,Row With Maximum Ones,row-with-maximum-ones,Easy,"array,matrix"
2644,Find the Maximum Divisibility Score,find-the-maximum-divisibility-score,Easy,array
2645,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,Medium,"string,dynamic-programming,stack,greedy"
2646,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,Hard,"array,dynamic-programming,tree,depth-first-search,graph"
2647,Color the Triangle Red,color-the-triangle-red,Hard,"array,math"
2648,Generate Fibonacci Sequence,generate-fibonacci-sequence,Easy,
2649,Nested Array Generator,nested-array-generator,Medium,
2650,Design Cancellable Function,design-cancellable-function,Hard,
2651,Calculate Delayed Arrival Time,calculate-delayed-arrival-time,Easy,math
2652,Sum Multiples,sum-multiples,Easy,math
2653,Sliding Subarray Beauty,sliding-subarray-beauty,Medium,"array,hash-table,sliding-window"
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,"array,math,number-theory"
2655,Find Maximal Uncovered Ranges,find-maximal-uncovered-ranges,Medium,"array,sorting"
2656,Maximum Sum With Exactly K Elements,maximum-sum-with-exactly-k-elements,Easy,"array,greedy"
2657,Find the Prefix Common Array of Two Arrays,find-the-prefix-common-array-of-two-arrays,Medium,"array,hash-table"
2658,Maximum Number of Fish in a Grid,maximum-number-of-fish-in-a-grid,Medium,"array,depth-first-search,breadth-first-search,union-find,matrix"
2659,Make Array Empty,make-array-empty,Hard,"array,binary-search,greedy,binary-indexed-tree,segment-tree,sorting,ordered-set"
2660,Determine the Winner of a Bowling Game,determine-the-winner-of-a-bowling-game,Easy,"array,simulation"
2661,First Completely Painted Row or Column,first-completely-painted-row-or-column,Medium,"array,hash-table,matrix"
2662,Minimum Cost of a Path With Special Roads,minimum-cost-of-a-path-with-special-roads,Medium,"array,graph,heap-priority-queue,shortest-path"
2663,Lexicographically Smallest Beautiful String,lexicographically-smallest-beautiful-string,Hard,"string,greedy"
2664,The Knight’s Tour,the-knights-tour,Medium,"array,backtracking,matrix"
2665,Counter II,counter-ii,Easy,
2666,Allow One Function Call,allow-one-function-call,Easy,
2667,Create Hello World Function,create-hello-world-function,Easy,
2668,Find Latest Salaries,find-latest-salaries,Easy,database
2669,Count Artist Occurrences On Spotify Ranking List,count-artist-occurrences-on-spotify-ranking-list,Easy,database
2670,Find the Distinct Difference Array,find-the-distinct-difference-array,Easy,"array,hash-table"
2671,Frequency Tracker,frequency-tracker,Medium,"hash-table,design"
2672,Number of Adjacent Elements With the Same Color,number-of-adjacent-elements-with-the-same-color,Medium,array
2673,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,Medium,"array,dynamic-programming,greedy,tree,binary-tree"
2674,Split a Circular Linked List,split-a-circular-linked-list,Medium,
2675,Array of Objects to Matrix,array-of-objects-to-matrix,Hard,
2676,Throttle,throttle,Medium,
2677,Chunk Array,chunk-array,Easy,
2678,Number of Senior Citizens,number-of-senior-citizens,Easy,"array,string"
2679,Sum in a Matrix,sum-in-a-matrix,Medium,"array,sorting,heap-priority-queue,matrix,simulation"
2680,Maximum OR,maximum-or,Medium,"array,greedy,bit-manipulation,prefix-sum"
2681,Power of Heroes,power-of-heroes,Hard,"array,math,sorting,prefix-sum"
2682,Find the Losers of the Circular Game,find-the-losers-of-the-circular-game,Easy,"array,hash-table,simulation"
2683,Neighboring Bitwise XOR,neighboring-bitwise-xor,Medium,"array,bit-manipulation"
2684,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,Medium,"array,dynamic-programming,matrix"
2685,Count the Number of Complete Components,count-the-number-of-complete-components,Medium,"depth-first-search,breadth-first-search,graph"
2686,Immediate Food Delivery III,immediate-food-delivery-iii,Medium,database
2687,Bikes Last Time Used,bikes-last-time-used,Easy,database
2688,Find Active Users,find-active-users,Medium,database
2689,Extract Kth Character From The Rope Tree,extract-kth-character-from-the-rope-tree,Easy,"tree,depth-first-search"
2690,Infinite Method Object,infinite-method-object,Easy,
2691,Immutability Helper,immutability-helper,Hard,
2692,Make Object Immutable,make-object-immutable,Medium,
2693,Call Function with Custom Context,call-function-with-custom-context,Medium,
2694,Event Emitter,event-emitter,Medium,
2695,Array Wrapper,array-wrapper,Easy,
2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,Easy,"string,stack,simulation"
