QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
2739,Total Distance Traveled,total-distance-traveled,Easy,38.52421112897188,False,"math,simulation",algorithms
2740,Find the Value of the Partition,find-the-value-of-the-partition,Medium,64.47938132394823,False,"array,sorting",algorithms
2741,Special Permutations,special-permutations,Medium,26.47289504036909,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
2742,Painting the Walls,painting-the-walls,Hard,51.847638584549394,False,"array,dynamic-programming",algorithms
2743,Count Substrings Without Repeating Character,count-substrings-without-repeating-character,Medium,73.05389221556887,True,"hash-table,string,sliding-window",algorithms
2744,Find Maximum Number of String Pairs,find-maximum-number-of-string-pairs,Easy,80.3137353856506,False,"array,hash-table,string,simulation",algorithms
2745,Construct the Longest New String,construct-the-longest-new-string,Medium,51.96539531051529,False,"math,greedy,brainteaser",algorithms
2746,Decremental String Concatenation,decremental-string-concatenation,Medium,25.014982620160612,False,"array,string,dynamic-programming",algorithms
2747,Count Zero Request Servers,count-zero-request-servers,Medium,31.25,False,"array,hash-table,sliding-window,sorting",algorithms
2748,Number of Beautiful Pairs,number-of-beautiful-pairs,Easy,49.03854565814568,False,"array,math,number-theory",algorithms
2749,Minimum Operations to Make the Integer Zero,minimum-operations-to-make-the-integer-zero,Medium,29.025837864733266,False,"bit-manipulation,brainteaser",algorithms
2750,Ways to Split Array Into Good Subarrays,ways-to-split-array-into-good-subarrays,Medium,32.981515289822,False,"array,math,dynamic-programming",algorithms
2751,Robot Collisions,robot-collisions,Hard,39.81796359271854,False,"array,stack,sorting,simulation",algorithms
2752,Customers with Maximum Number of Transactions on Consecutive Days,customers-with-maximum-number-of-transactions-on-consecutive-days,Hard,34.521158129175944,True,database,database
2753,Count Houses in a Circular Street II,count-houses-in-a-circular-street-ii,Hard,76.11940298507463,True,,algorithms
2754,Bind Function to Context,bind-function-to-context,Medium,90.9090909090909,True,,
2755,Deep Merge of Two Objects,deep-merge-of-two-objects,Medium,57.21518987341773,True,,
2756,Query Batching,query-batching,Hard,71.63461538461539,True,,
2757,Generate Circular Array Values,generate-circular-array-values,Medium,80.27522935779817,True,,
2758,Next Day,next-day,Easy,85.74181117533719,True,,
2759,Convert JSON String to Object,convert-json-string-to-object,Hard,69.7211155378486,True,,
2760,Longest Even Odd Subarray With Threshold,longest-even-odd-subarray-with-threshold,Easy,28.62595419847328,False,"array,sliding-window",algorithms
2761,Prime Pairs With Target Sum,prime-pairs-with-target-sum,Medium,32.87408796315167,False,"array,math,enumeration,number-theory",algorithms
2762,Continuous Subarrays,continuous-subarrays,Medium,40.51194631598885,False,"array,queue,sliding-window,heap-priority-queue,ordered-set,monotonic-queue",algorithms
2763,Sum of Imbalance Numbers of All Subarrays,sum-of-imbalance-numbers-of-all-subarrays,Hard,46.17341376553529,False,"array,hash-table,ordered-set",algorithms
2764,is Array a Preorder of Some ‌Binary Tree,is-array-a-preorder-of-some-binary-tree,Medium,67.41935483870968,True,"stack,tree,depth-first-search,binary-tree",algorithms
2765,Longest Alternating Subarray,longest-alternating-subarray,Easy,32.996082439107475,False,"array,enumeration",algorithms
2766,Relocate Marbles,relocate-marbles,Medium,50.88856366297303,False,"array,hash-table,sorting,simulation",algorithms
2767,Partition String Into Minimum Beautiful Substrings,partition-string-into-minimum-beautiful-substrings,Medium,52.01225035586421,False,"hash-table,string,dynamic-programming,backtracking",algorithms
2768,Number of Black Blocks,number-of-black-blocks,Medium,35.35421958791984,False,"array,hash-table,enumeration",algorithms
2769,Find the Maximum Achievable Number,find-the-maximum-achievable-number,Easy,88.47723132969034,False,math,algorithms
2770,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,Medium,28.843171303967445,False,"array,dynamic-programming",algorithms
2771,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,Medium,27.38787166134722,False,"array,dynamic-programming",algorithms
2772,Apply Operations to Make All Array Elements Equal to Zero,apply-operations-to-make-all-array-elements-equal-to-zero,Medium,32.05810819693683,False,"array,prefix-sum",algorithms
2773,Height of Special Binary Tree,height-of-special-binary-tree,Medium,73.046875,True,,algorithms
2774,Array Upper Bound,array-upper-bound,Easy,79.91452991452992,True,,
2775,Undefined to Null,undefined-to-null,Medium,73.78917378917379,True,,
2776,Convert Callback Based Function to Promise Based Function,convert-callback-based-function-to-promise-based-function,Medium,93.04029304029304,True,,
2777,Date Range Generator,date-range-generator,Medium,91.81818181818183,True,,
2778,Sum of Squares of Special Elements ,sum-of-squares-of-special-elements,Easy,78.79573504710436,False,"array,simulation",algorithms
2779,Maximum Beauty of an Array After Applying Operation,maximum-beauty-of-an-array-after-applying-operation,Medium,36.71275475231137,False,"array,binary-search,sliding-window,sorting",algorithms
2780,Minimum Index of a Valid Split,minimum-index-of-a-valid-split,Medium,61.900380321432955,False,"array,hash-table,sorting",algorithms
2781,Length of the Longest Valid Substring,length-of-the-longest-valid-substring,Hard,33.2810936978993,False,"array,hash-table,string,sliding-window",algorithms
2782,Number of Unique Categories,number-of-unique-categories,Medium,83.60037700282751,True,"union-find,counting",algorithms
2783,Flight Occupancy and Waitlist Analysis,flight-occupancy-and-waitlist-analysis,Medium,34.988179669030735,True,database,database
2784,Check if Array is Good,check-if-array-is-good,Easy,50.05157696572711,False,"array,hash-table,sorting",algorithms
2785,Sort Vowels in a String,sort-vowels-in-a-string,Medium,75.32259276891082,False,"string,sorting",algorithms
2786,Visit Array Positions to Maximize Score,visit-array-positions-to-maximize-score,Medium,35.184012830252385,False,"array,dynamic-programming",algorithms
2787,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,Medium,33.04545655343023,False,dynamic-programming,algorithms
2788,Split Strings by Separator,split-strings-by-separator,Easy,71.586382094263,False,"array,string",algorithms
2789,Largest Element in an Array after Merge Operations,largest-element-in-an-array-after-merge-operations,Medium,46.36527326648778,False,"array,greedy,prefix-sum",algorithms
2790,Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,Hard,18.867783799910498,False,"array,math,binary-search,greedy,sorting",algorithms
2791,Count Paths That Can Form a Palindrome in a Tree,count-paths-that-can-form-a-palindrome-in-a-tree,Hard,44.43469678692839,False,"dynamic-programming,bit-manipulation,tree,depth-first-search,bitmask",algorithms
2792,Count Nodes That Are Great Enough,count-nodes-that-are-great-enough,Hard,59.17001338688086,True,,algorithms
2793,Status of Flight Tickets,status-of-flight-tickets,Hard,55.55555555555556,True,,database
2794,Create Object from Two Arrays,create-object-from-two-arrays,Easy,64.7887323943662,True,,
2795,Parallel Execution of Promises for Individual Results Retrieval,parallel-execution-of-promises-for-individual-results-retrieval,Medium,93.11740890688259,True,,
2796,Repeat String,repeat-string,Easy,92.3391215526047,True,,
2797,Partial Function with Placeholders,partial-function-with-placeholders,Easy,92.6208651399491,True,,
2798,Number of Employees Who Met the Target,number-of-employees-who-met-the-target,Easy,87.63763542884882,False,"array,enumeration",algorithms
2799,Count Complete Subarrays in an Array,count-complete-subarrays-in-an-array,Medium,63.43958333333334,False,"array,hash-table,sliding-window",algorithms
2800,Shortest String That Contains Three Strings,shortest-string-that-contains-three-strings,Medium,29.742547425474253,False,"string,greedy,enumeration",algorithms
2801,Count Stepping Numbers in Range,count-stepping-numbers-in-range,Hard,26.322907861369398,False,"string,dynamic-programming",algorithms
2802,Find The K-th Lucky Number,find-the-k-th-lucky-number,Medium,70.7808564231738,True,,algorithms
2803,Factorial Generator,factorial-generator,Easy,84.14634146341463,True,,
2804,Array Prototype ForEach,array-prototype-foreach,Easy,91.79954441913439,True,,
2805,Custom Interval,custom-interval,Medium,88.11881188118812,True,,
2806,Account Balance After Rounded Purchase,account-balance-after-rounded-purchase,Easy,51.625846484293426,False,math,algorithms
2807,Insert Greatest Common Divisors in Linked List,insert-greatest-common-divisors-in-linked-list,Medium,88.5393015461131,False,"array,linked-list,math",algorithms
2808,Minimum Seconds to Equalize a Circular Array,minimum-seconds-to-equalize-a-circular-array,Medium,25.468827266156946,False,"array,hash-table,greedy",algorithms
2809,Minimum Time to Make Array Sum At Most x,minimum-time-to-make-array-sum-at-most-x,Hard,23.577582530069094,False,"array,dynamic-programming,sorting",algorithms
2810,Faulty Keyboard,faulty-keyboard,Easy,82.04762559274276,False,"string,simulation",algorithms
2811,Check if it is Possible to Split Array,check-if-it-is-possible-to-split-array,Medium,33.17104712639306,False,"array,dynamic-programming,greedy",algorithms
2812,Find the Safest Path in a Grid,find-the-safest-path-in-a-grid,Medium,30.30664124563076,False,"array,binary-search,breadth-first-search,union-find,matrix",algorithms
2813,Maximum Elegance of a K-Length Subsequence,maximum-elegance-of-a-k-length-subsequence,Hard,32.066908713692946,False,"array,hash-table,greedy,sorting,heap-priority-queue",algorithms
2814,Minimum Time Takes to Reach Destination Without Drowning,minimum-time-takes-to-reach-destination-without-drowning,Hard,66.88396349413298,True,"array,breadth-first-search,matrix",algorithms
2815,Max Pair Sum in an Array,max-pair-sum-in-an-array,Easy,57.64647308235899,False,"array,hash-table",algorithms
2816,Double a Number Represented as a Linked List,double-a-number-represented-as-a-linked-list,Medium,47.918616988079634,False,"linked-list,math,stack",algorithms
2817,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,Medium,31.898656898656895,False,"array,binary-search,ordered-set",algorithms
2818,Apply Operations to Maximize Score,apply-operations-to-maximize-score,Hard,32.22474460839955,False,"array,math,stack,greedy,monotonic-stack,number-theory",algorithms
2819,Minimum Relative Loss After Buying Chocolates,minimum-relative-loss-after-buying-chocolates,Hard,56.074766355140184,True,,algorithms
2820,Election Results,election-results,Medium,68.23104693140795,True,,database
2821,Delay the Resolution of Each Promise,delay-the-resolution-of-each-promise,Easy,78.41269841269842,True,,
2822,Inversion of Object,inversion-of-object,Easy,68.86993603411514,True,,
2823,Deep Object Filter,deep-object-filter,Medium,55.55555555555556,True,,
2824,Count Pairs Whose Sum is Less than Target,count-pairs-whose-sum-is-less-than-target,Easy,86.87851732746583,False,"array,two-pointers,sorting",algorithms
2825,Make String a Subsequence Using Cyclic Increments,make-string-a-subsequence-using-cyclic-increments,Medium,46.771524591002915,False,"two-pointers,string",algorithms
2826,Sorting Three Groups,sorting-three-groups,Medium,41.03496713991873,False,"array,dynamic-programming",algorithms
2827,Number of Beautiful Integers in the Range,number-of-beautiful-integers-in-the-range,Hard,16.74321290059196,False,"math,dynamic-programming",algorithms
2828,Check if a String Is an Acronym of Words,check-if-a-string-is-an-acronym-of-words,Easy,82.9943942696979,False,"array,string",algorithms
2829,Determine the Minimum Sum of a k-avoiding Array,determine-the-minimum-sum-of-a-k-avoiding-array,Medium,60.726416020418185,False,"math,greedy",algorithms
2830,Maximize the Profit as the Salesman,maximize-the-profit-as-the-salesman,Medium,35.04590016956751,False,"array,binary-search,dynamic-programming,sorting",algorithms
2831,Find the Longest Equal Subarray,find-the-longest-equal-subarray,Medium,34.20387154526127,False,"array,hash-table,binary-search,sliding-window",algorithms
2832,Maximal Range That Each Element Is Maximum in It,maximal-range-that-each-element-is-maximum-in-it,Medium,74.36548223350253,True,"array,stack,monotonic-stack",algorithms
2833,Furthest Point From Origin,furthest-point-from-origin,Easy,63.069728601252606,False,"array,counting",algorithms
2834,Find the Minimum Possible Sum of a Beautiful Array,find-the-minimum-possible-sum-of-a-beautiful-array,Medium,41.6562235887273,False,"math,greedy",algorithms
2835,Minimum Operations to Form Subsequence With Target Sum,minimum-operations-to-form-subsequence-with-target-sum,Hard,30.711370972653633,False,"array,greedy,bit-manipulation",algorithms
2836,Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,Hard,29.167009969514705,False,"array,dynamic-programming,bit-manipulation",algorithms
2837,Total Traveled Distance,total-traveled-distance,Easy,71.875,True,database,database
2838,Maximum Coins Heroes Can Collect,maximum-coins-heroes-can-collect,Medium,74.18967587034814,True,"array,two-pointers,binary-search,sorting,prefix-sum",algorithms
2839,Check if Strings Can be Made Equal With Operations I,check-if-strings-can-be-made-equal-with-operations-i,Easy,46.268217715487445,False,string,algorithms
2840,Check if Strings Can be Made Equal With Operations II,check-if-strings-can-be-made-equal-with-operations-ii,Medium,54.56683837884883,False,"hash-table,string,sorting",algorithms
